Student_ID,Branch,Skills,Interest_Area,Preferred_Domain,Complexity,CGPA,Recommended_Project
ST1065,Chemical,"CSS, MATLAB",Embedded Systems,Industry,Advanced,6.45,
ST1066,Chemical,"CSS, HTML",Embedded Systems,Research,Intermediate,8.82,
ST1067,Biotech,"SQL, R, HTML",IoT,Research,Beginner,9.33,
ST1068,CSE,"JavaScript, HTML, MATLAB, R",Embedded Systems,Industry,Advanced,6.6,
ST1069,Biotech,"C++, MATLAB",Web Dev,Research,Advanced,6.71,
ST1070,AI,"R, CSS, MATLAB",Energy Systems,Industry,Beginner,7.08,
ST1071,Biotech,"CSS, CAD, HTML",IoT,Academic,Advanced,7.74,
ST1072,CSE,"HTML, SQL",Web Dev,Research,Advanced,7.34,
ST1073,CSE,"HTML, Python, SQL, C++",Embedded Systems,Industry,Beginner,9.03,
ST1074,Biotech,Python,Data Science,Research,Intermediate,9.91,
ST1075,Civil,"SQL, R",Web Dev,Academic,Intermediate,6.52,
ST1076,AI,"Python, CAD, SQL",Robotics,Industry,Advanced,9.0,
ST1077,EEE,SQL,AI,Academic,Intermediate,7.83,
ST1078,CSE,"R, CSS",AI,Industry,Intermediate,6.86,
ST1079,Biotech,"Python, CAD",Energy Systems,Research,Advanced,7.66,
ST1080,ECE,"R, C++, SQL",Web Dev,Academic,Intermediate,9.55,
ST1081,Mechanical,JavaScript,Data Science,Industry,Intermediate,6.75,
ST1082,IT,"SQL, HTML",Blockchain,Academic,Intermediate,8.34,
ST1083,Civil,"CAD, R",Blockchain,Industry,Intermediate,6.34,
ST1084,CSE,"C++, Java",Blockchain,Industry,Intermediate,8.05,
ST1085,Biotech,"SQL, MATLAB, Java",Data Science,Research,Advanced,6.05,
ST1086,CSE,"JavaScript, HTML, Python",AI,Research,Intermediate,7.27,
ST1087,EEE,"Python, CAD, C++, R",IoT,Academic,Advanced,7.84,
ST1088,Civil,"R, HTML, SQL",Energy Systems,Research,Advanced,6.9,
ST1089,CSE,JavaScript,Energy Systems,Academic,Intermediate,7.14,
ST1090,Mechanical,"Java, JavaScript, C++",Data Science,Academic,Intermediate,8.58,
ST1091,EEE,JavaScript,IoT,Research,Intermediate,8.96,
ST1092,Chemical,CSS,Web Dev,Research,Advanced,6.17,
ST1093,Biotech,"R, CSS, Java, HTML",IoT,Industry,Intermediate,6.85,
ST1094,EEE,"Java, JavaScript",Web Dev,Industry,Advanced,8.89,
ST1095,CSE,CAD,Robotics,Research,Beginner,7.38,
ST1096,Chemical,"C++, HTML, CSS",IoT,Academic,Beginner,6.62,
ST1097,Biotech,"CAD, CSS",Embedded Systems,Research,Beginner,9.74,
ST1098,IT,"CSS, SQL",IoT,Research,Advanced,8.9,
ST1099,CSE,"CAD, HTML, JavaScript",Web Dev,Industry,Intermediate,7.46,
ST1100,AI,CSS,Data Science,Research,Beginner,6.02,
ST1101,Biotech,"Java, SQL",Robotics,Research,Intermediate,9.95,
ST1102,ECE,MATLAB,Blockchain,Academic,Beginner,7.12,
ST1103,CSE,MATLAB,Web Dev,Industry,Beginner,7.59,
ST1104,CSE,"R, MATLAB",Robotics,Research,Beginner,8.42,
ST1105,CSE,"Java, CAD",AI,Academic,Beginner,6.34,
ST1106,ECE,"R, CAD, JavaScript, Java",Embedded Systems,Research,Advanced,8.59,
ST1107,ECE,"SQL, C++, Java",Energy Systems,Research,Intermediate,7.45,
ST1108,CSE,"Java, CSS",IoT,Academic,Advanced,8.75,
ST1109,IT,HTML,IoT,Industry,Beginner,6.4,
ST1110,ECE,"JavaScript, CSS",IoT,Research,Advanced,6.37,
ST1111,IT,Java,IoT,Academic,Beginner,9.2,
ST1112,EEE,HTML,Robotics,Industry,Beginner,8.08,
ST1113,Chemical,JavaScript,AI,Research,Advanced,6.3,
ST1114,AI,"CAD, Python",Web Dev,Industry,Advanced,7.79,
ST1115,ECE,"HTML, CAD, C++, MATLAB",Blockchain,Research,Advanced,9.11,
ST1116,IT,"R, CSS",Data Science,Academic,Intermediate,6.34,
ST1117,ECE,"R, MATLAB, CSS, CAD",Web Dev,Research,Advanced,6.8,
ST1118,Chemical,SQL,IoT,Industry,Beginner,7.76,
ST1119,IT,"Python, Java, R, C++",Blockchain,Industry,Beginner,9.95,
ST1120,ECE,R,Robotics,Academic,Intermediate,7.6,
ST1121,Civil,"CAD, JavaScript, R",Robotics,Industry,Beginner,8.96,
ST1122,Biotech,"Python, SQL, CSS, Java",Embedded Systems,Academic,Intermediate,9.2,
ST1123,Civil,HTML,Blockchain,Industry,Advanced,6.03,
ST1124,EEE,R,Web Dev,Industry,Beginner,6.09,
ST1125,Chemical,MATLAB,IoT,Academic,Intermediate,6.56,
ST1126,Civil,SQL,Blockchain,Academic,Intermediate,7.97,
ST1127,ECE,CSS,Data Science,Industry,Intermediate,6.57,
ST1128,Mechanical,"MATLAB, CSS, SQL",Data Science,Industry,Beginner,9.95,
ST1129,CSE,R,Data Science,Academic,Advanced,6.49,
ST1130,Mechanical,"CAD, C++, Java, CSS",Blockchain,Research,Intermediate,7.72,
ST1131,Chemical,"CAD, MATLAB",Blockchain,Industry,Advanced,7.31,
ST1132,Civil,"C++, HTML",Web Dev,Industry,Intermediate,8.98,
ST1133,Mechanical,CSS,IoT,Academic,Advanced,8.58,
ST1134,AI,"Python, SQL, R",Embedded Systems,Research,Beginner,9.58,
ST1135,IT,CSS,Blockchain,Academic,Advanced,8.35,
ST1136,ECE,"MATLAB, CSS, R",Web Dev,Research,Intermediate,7.01,
ST1137,Mechanical,"SQL, JavaScript, Python",IoT,Industry,Intermediate,7.77,
ST1138,Civil,"CAD, Python, HTML, SQL",Energy Systems,Research,Intermediate,8.63,
ST1139,Mechanical,"SQL, MATLAB",Energy Systems,Research,Advanced,6.78,
ST1140,Biotech,"C++, R, Java, HTML",Web Dev,Academic,Advanced,8.69,
ST1141,ECE,"CAD, Java",Robotics,Academic,Intermediate,7.03,
ST1142,EEE,CAD,Web Dev,Research,Beginner,7.71,
ST1143,EEE,"C++, CSS",Web Dev,Academic,Beginner,8.91,
ST1144,ECE,"C++, SQL, R",Blockchain,Research,Intermediate,8.91,
ST1145,EEE,"C++, CSS, R, Python",Web Dev,Research,Beginner,8.67,
ST1146,EEE,"C++, CAD, R",Blockchain,Industry,Intermediate,7.53,
ST1147,AI,"Python, JavaScript, Java",Energy Systems,Industry,Intermediate,6.38,
ST1148,AI,"R, C++, CSS",IoT,Research,Intermediate,9.67,
ST1149,IT,"HTML, C++",Energy Systems,Research,Intermediate,7.56,
ST1150,Chemical,CAD,Blockchain,Research,Advanced,7.97,
ST1151,IT,JavaScript,Data Science,Industry,Advanced,9.45,
ST1152,Chemical,"R, HTML, Java",Energy Systems,Research,Intermediate,6.07,
ST1153,IT,"JavaScript, CSS, CAD",Web Dev,Industry,Beginner,8.11,
ST1154,Mechanical,"SQL, HTML, R",IoT,Research,Beginner,6.59,
ST1155,Chemical,"MATLAB, R, SQL, Java",IoT,Academic,Intermediate,8.07,
ST1156,Civil,"CSS, HTML, CAD, SQL",Blockchain,Research,Beginner,8.69,
ST1157,CSE,"Python, MATLAB, R, SQL",Embedded Systems,Industry,Beginner,7.65,
ST1158,Mechanical,CAD,Embedded Systems,Industry,Advanced,7.46,
ST1159,AI,"R, CAD, MATLAB",Energy Systems,Industry,Beginner,6.09,
ST1160,Mechanical,"Python, Java, CAD, C++",Embedded Systems,Research,Advanced,8.23,
ST1161,IT,"CAD, SQL, HTML, CSS",Embedded Systems,Industry,Beginner,7.37,
ST1162,IT,"CAD, SQL, HTML, Python",Blockchain,Research,Intermediate,8.24,
ST1163,Chemical,"C++, Java, CSS, MATLAB",IoT,Industry,Intermediate,8.86,
ST1164,IT,"CSS, HTML, Python",IoT,Industry,Advanced,9.87,
ST1165,AI,MATLAB,AI,Academic,Advanced,9.96,
ST1166,Biotech,HTML,Web Dev,Industry,Beginner,7.5,
ST1167,Chemical,Java,Embedded Systems,Industry,Advanced,6.92,
ST1168,Mechanical,"Python, CAD",IoT,Academic,Intermediate,8.28,
ST1169,IT,MATLAB,Data Science,Academic,Intermediate,8.09,
ST1170,Mechanical,JavaScript,IoT,Research,Intermediate,7.68,
ST1171,Mechanical,Java,Blockchain,Academic,Advanced,6.55,
ST1172,Mechanical,"MATLAB, HTML",Data Science,Academic,Beginner,9.18,
ST1173,IT,"CSS, R, JavaScript, Python",Blockchain,Industry,Intermediate,7.56,
ST1174,Chemical,"SQL, MATLAB, HTML, CSS",IoT,Academic,Beginner,6.88,
ST1175,Civil,"SQL, CSS, R",Robotics,Academic,Intermediate,7.56,
ST1176,Mechanical,CSS,IoT,Academic,Advanced,6.05,
ST1177,Mechanical,"R, HTML, MATLAB",Web Dev,Academic,Beginner,9.65,
ST1178,IT,"R, HTML, CAD, SQL",Robotics,Industry,Advanced,7.43,
ST1179,EEE,C++,Data Science,Academic,Beginner,6.98,
ST1180,Civil,HTML,Robotics,Research,Beginner,8.31,
ST1181,EEE,"CAD, R, C++",Data Science,Academic,Advanced,7.97,
ST1182,IT,MATLAB,IoT,Academic,Intermediate,9.69,
ST1183,CSE,"C++, Python, Java",Embedded Systems,Research,Advanced,7.06,
ST1184,AI,SQL,Data Science,Research,Intermediate,9.06,
ST1185,Chemical,R,Data Science,Industry,Advanced,6.38,
ST1186,Biotech,"SQL, Python, CSS, CAD",IoT,Industry,Beginner,8.4,
ST1187,Mechanical,"SQL, CSS, MATLAB, Java",Blockchain,Research,Advanced,7.96,
ST1188,Chemical,CSS,AI,Research,Advanced,7.75,
ST1189,AI,"Java, C++, CSS, CAD",Robotics,Research,Intermediate,6.24,
ST1190,EEE,"HTML, Java",Energy Systems,Research,Beginner,7.59,
ST1191,CSE,"JavaScript, CAD, Java",Blockchain,Research,Advanced,7.78,
ST1192,ECE,CSS,IoT,Academic,Intermediate,9.96,
ST1193,CSE,"HTML, MATLAB",Embedded Systems,Industry,Beginner,8.44,
ST1194,Civil,"R, CSS, SQL, HTML",Blockchain,Industry,Beginner,9.34,
ST1195,CSE,"CSS, MATLAB",IoT,Industry,Intermediate,6.47,
ST1196,Biotech,MATLAB,Blockchain,Academic,Beginner,7.94,
ST1197,Civil,"JavaScript, CSS, MATLAB",Blockchain,Academic,Beginner,8.31,
ST1198,Chemical,"CAD, Python",Data Science,Academic,Beginner,6.91,
ST1199,ECE,MATLAB,IoT,Industry,Intermediate,7.74,
ST1200,Civil,CSS,Web Dev,Research,Advanced,7.04,
ST1201,Mechanical,"R, CAD, Java, SQL",Energy Systems,Research,Advanced,8.63,
ST1202,Chemical,R,Web Dev,Industry,Beginner,8.19,
ST1203,EEE,"Java, C++, R, CSS",Web Dev,Research,Advanced,8.97,
ST1204,IT,"JavaScript, R, CAD, Java",Data Science,Research,Advanced,6.63,
ST1205,Mechanical,"CSS, R, Python",Robotics,Industry,Advanced,6.78,
ST1206,EEE,"SQL, Python, MATLAB",Data Science,Academic,Intermediate,8.37,
ST1207,Chemical,SQL,Web Dev,Academic,Beginner,6.47,
ST1208,ECE,"C++, MATLAB, CAD, SQL",Embedded Systems,Research,Intermediate,6.53,
ST1209,AI,"CAD, SQL, MATLAB, Java",Data Science,Industry,Intermediate,7.77,
ST1210,Mechanical,"JavaScript, C++, SQL, Java",Blockchain,Academic,Beginner,7.24,
ST1211,Biotech,"R, CSS, JavaScript",Robotics,Industry,Beginner,8.94,
ST1212,EEE,"Python, CSS, CAD, HTML",Data Science,Industry,Intermediate,6.39,
ST1213,Biotech,"C++, HTML, R, Java",Robotics,Academic,Intermediate,9.89,
ST1214,Mechanical,"JavaScript, C++, HTML, Python",Energy Systems,Academic,Beginner,8.56,
ST1215,AI,HTML,Blockchain,Academic,Intermediate,8.59,
ST1216,Biotech,"SQL, CSS, MATLAB",IoT,Academic,Beginner,6.9,
ST1217,Chemical,"HTML, R, SQL",Embedded Systems,Academic,Advanced,8.42,
ST1218,ECE,"Python, CSS, HTML",Data Science,Research,Intermediate,8.91,
ST1219,Biotech,"C++, JavaScript, HTML",Data Science,Academic,Beginner,7.52,
ST1220,CSE,"C++, CAD, Python, HTML",Data Science,Research,Intermediate,9.16,
ST1221,ECE,"MATLAB, CSS",Energy Systems,Research,Advanced,7.65,
ST1222,Mechanical,"R, CAD, C++, MATLAB",Robotics,Industry,Advanced,6.71,
ST1223,ECE,"MATLAB, HTML",IoT,Research,Advanced,9.39,
ST1224,Chemical,CSS,Blockchain,Research,Advanced,8.02,
ST1225,CSE,"SQL, JavaScript, CAD, R",Embedded Systems,Industry,Advanced,8.29,
ST1226,Civil,"CAD, MATLAB, Java",IoT,Academic,Advanced,9.86,
ST1227,Civil,"JavaScript, HTML",Embedded Systems,Research,Intermediate,6.61,
ST1228,IT,Java,IoT,Research,Advanced,6.55,
ST1229,Mechanical,"MATLAB, SQL, JavaScript",Embedded Systems,Academic,Intermediate,6.99,
ST1230,Biotech,"C++, R, Java",Data Science,Academic,Beginner,8.97,
ST1231,EEE,R,Blockchain,Research,Intermediate,9.48,
ST1232,ECE,"R, CAD, SQL",Energy Systems,Academic,Intermediate,6.6,
ST1233,Chemical,CSS,Blockchain,Industry,Intermediate,8.7,
ST1234,AI,"Python, CAD, CSS",Blockchain,Academic,Advanced,7.4,
ST1235,ECE,"SQL, HTML",IoT,Research,Beginner,8.16,
ST1236,ECE,"CAD, R, JavaScript, Java",Blockchain,Research,Advanced,8.33,
ST1237,IT,HTML,Robotics,Academic,Intermediate,9.47,
ST1238,Chemical,JavaScript,Blockchain,Research,Beginner,9.28,
ST1239,Mechanical,"JavaScript, CAD",Data Science,Academic,Beginner,9.34,
ST1240,IT,"JavaScript, MATLAB",Blockchain,Industry,Beginner,8.84,
ST1241,ECE,"Java, R, MATLAB, HTML",Blockchain,Academic,Beginner,6.47,
ST1242,Mechanical,"R, SQL, C++, Python",AI,Research,Intermediate,7.37,
ST1243,Biotech,"CAD, Java",AI,Research,Beginner,7.55,
ST1244,Civil,"Java, MATLAB, CAD, JavaScript",Data Science,Academic,Advanced,9.75,
ST1245,Mechanical,"CAD, C++",Blockchain,Academic,Intermediate,9.92,
ST1246,Mechanical,"CSS, MATLAB",Blockchain,Academic,Intermediate,8.56,
ST1247,Civil,"CAD, JavaScript, R, MATLAB",Energy Systems,Research,Advanced,6.69,
ST1248,CSE,CAD,Web Dev,Academic,Beginner,7.48,
ST1249,AI,"Python, CSS, Java",Data Science,Industry,Intermediate,6.72,
ST1250,Mechanical,"CAD, JavaScript",Web Dev,Academic,Advanced,7.06,
ST1251,Biotech,"HTML, MATLAB",IoT,Industry,Advanced,6.69,
ST1252,Mechanical,"C++, JavaScript",Embedded Systems,Academic,Intermediate,8.46,
ST1253,Chemical,R,IoT,Research,Beginner,7.63,
ST1254,Chemical,"JavaScript, CSS, C++",Data Science,Research,Intermediate,6.35,
ST1255,EEE,CSS,Web Dev,Academic,Beginner,8.48,
ST1256,Biotech,"Python, Java",Data Science,Research,Advanced,6.56,
ST1257,Chemical,R,Blockchain,Research,Advanced,7.25,
ST1258,Chemical,"Java, CSS",Robotics,Research,Advanced,6.7,
ST1259,CSE,"Java, CSS",IoT,Research,Advanced,9.28,
ST1260,ECE,"R, C++, JavaScript",Embedded Systems,Industry,Advanced,8.5,
ST1261,IT,"Python, SQL, CAD",Energy Systems,Academic,Advanced,7.36,
ST1262,CSE,"SQL, R, JavaScript",Embedded Systems,Academic,Beginner,9.21,
ST1263,AI,"SQL, HTML",Embedded Systems,Research,Beginner,8.6,
ST1264,Chemical,Python,Blockchain,Research,Beginner,9.76,
ST1265,ECE,"R, CAD, CSS, MATLAB",Data Science,Academic,Beginner,9.07,
ST1266,AI,Python,Robotics,Academic,Advanced,7.7,
ST1267,ECE,"CSS, JavaScript, SQL, C++",AI,Research,Advanced,8.63,
ST1268,ECE,"CSS, HTML",AI,Academic,Intermediate,6.79,
ST1269,Biotech,"R, C++, Python, HTML",Embedded Systems,Industry,Intermediate,6.44,
ST1270,ECE,C++,Data Science,Academic,Advanced,7.65,
ST1271,Biotech,Java,Embedded Systems,Research,Intermediate,6.69,
ST1272,AI,"C++, CSS, MATLAB, JavaScript",Blockchain,Research,Intermediate,8.46,
ST1273,Chemical,"MATLAB, HTML, CSS, Java",Blockchain,Industry,Advanced,9.96,
ST1274,Biotech,Java,Blockchain,Industry,Advanced,7.5,
ST1275,Mechanical,"CSS, Python",Data Science,Academic,Beginner,7.67,
ST1276,IT,"HTML, SQL, Java, MATLAB",IoT,Academic,Advanced,6.01,
ST1277,Biotech,"C++, Java",Blockchain,Academic,Intermediate,9.62,
ST1278,Mechanical,"HTML, JavaScript, SQL, Java",Data Science,Academic,Intermediate,6.95,
ST1279,Chemical,"C++, Java",Embedded Systems,Research,Advanced,9.4,
ST1280,Biotech,"MATLAB, JavaScript, R",Web Dev,Research,Intermediate,8.05,
ST1281,IT,SQL,AI,Industry,Beginner,6.06,
ST1282,Biotech,"Python, Java, C++",Embedded Systems,Industry,Intermediate,7.08,
ST1283,EEE,"Java, JavaScript, CAD",Web Dev,Academic,Advanced,6.97,
ST1284,IT,HTML,Embedded Systems,Industry,Beginner,9.78,
ST1285,Civil,"Java, HTML, CAD, CSS",Robotics,Research,Intermediate,7.71,
ST1286,CSE,SQL,IoT,Research,Beginner,9.76,
ST1287,AI,R,IoT,Industry,Beginner,9.53,
ST1288,IT,"Python, C++, Java, R",Data Science,Industry,Intermediate,7.57,
ST1289,Civil,CSS,Blockchain,Industry,Beginner,9.14,
ST1290,Mechanical,"CAD, C++",Blockchain,Research,Advanced,8.2,
ST1291,CSE,Java,Blockchain,Research,Beginner,9.45,
ST1292,Civil,"CAD, JavaScript, CSS, Python",IoT,Research,Intermediate,9.87,
ST1293,Biotech,"CAD, MATLAB, JavaScript",Energy Systems,Academic,Advanced,7.4,
ST1294,Mechanical,"Python, C++, MATLAB, SQL",IoT,Research,Advanced,6.6,
ST1295,IT,"C++, CAD, MATLAB",Blockchain,Research,Beginner,9.5,
ST1296,Mechanical,"Java, MATLAB",Data Science,Academic,Advanced,6.71,
ST1297,AI,C++,AI,Research,Beginner,8.47,
ST1298,ECE,"JavaScript, HTML, Java",IoT,Academic,Advanced,7.27,
ST1299,CSE,"HTML, Python, SQL",Robotics,Industry,Advanced,6.47,
ST1300,AI,"HTML, Python, C++, CAD",Energy Systems,Research,Beginner,8.95,
ST1301,Biotech,"SQL, R, Python, HTML",Embedded Systems,Industry,Beginner,7.68,
ST1302,IT,SQL,Blockchain,Research,Beginner,7.1,
ST1303,IT,"C++, MATLAB, R",Web Dev,Academic,Intermediate,7.93,
ST1304,CSE,"SQL, C++, CAD",Data Science,Research,Intermediate,6.07,
ST1305,CSE,"MATLAB, JavaScript",IoT,Industry,Advanced,8.47,
ST1306,Chemical,Java,Energy Systems,Industry,Intermediate,9.54,
ST1307,Chemical,JavaScript,Energy Systems,Industry,Beginner,8.28,
ST1308,Biotech,"Java, JavaScript, HTML",IoT,Research,Beginner,9.02,
ST1309,CSE,"R, CAD, MATLAB, CSS",Embedded Systems,Research,Advanced,7.43,
ST1310,Chemical,"Python, Java",AI,Industry,Intermediate,7.96,
ST1311,Civil,R,Web Dev,Industry,Beginner,6.48,
ST1312,EEE,Java,Web Dev,Industry,Intermediate,7.24,
ST1313,Biotech,"Python, CAD, HTML, MATLAB",IoT,Academic,Intermediate,9.51,
ST1314,Biotech,"Java, MATLAB, Python",Blockchain,Industry,Advanced,8.16,
ST1315,AI,"CAD, JavaScript, Java",Embedded Systems,Industry,Beginner,9.68,
ST1316,Chemical,CSS,IoT,Research,Advanced,7.07,
ST1317,ECE,HTML,Robotics,Industry,Intermediate,7.05,
ST1318,IT,"Python, R, MATLAB",Robotics,Research,Beginner,9.89,
ST1319,CSE,R,Robotics,Industry,Beginner,6.85,
ST1320,Biotech,JavaScript,Energy Systems,Industry,Beginner,6.41,
ST1321,EEE,"C++, HTML, CSS",Blockchain,Research,Beginner,7.62,
ST1322,Biotech,"SQL, JavaScript, C++",Blockchain,Academic,Intermediate,6.37,
ST1323,AI,"MATLAB, CSS, R",Data Science,Academic,Intermediate,8.13,
ST1324,AI,"C++, HTML",Robotics,Academic,Intermediate,8.78,
ST1325,ECE,CSS,IoT,Research,Beginner,8.71,
ST1326,IT,"R, SQL",Robotics,Research,Beginner,6.16,
ST1327,Biotech,"R, CAD, Python, MATLAB",Data Science,Industry,Intermediate,8.69,
ST1328,Civil,"Java, MATLAB",Robotics,Academic,Beginner,8.04,
ST1329,ECE,"CSS, JavaScript",Blockchain,Academic,Advanced,9.86,
ST1330,ECE,HTML,Robotics,Research,Intermediate,9.42,
ST1331,EEE,"Java, JavaScript, MATLAB",Robotics,Industry,Advanced,8.99,
ST1332,AI,"CAD, Java, C++",Embedded Systems,Research,Beginner,9.51,
ST1333,EEE,"R, Python, CSS",Energy Systems,Academic,Advanced,7.45,
ST1334,Biotech,"CAD, CSS, C++",Robotics,Research,Advanced,8.61,
ST1335,Biotech,"R, MATLAB",Blockchain,Research,Intermediate,9.03,
ST1336,Biotech,R,Blockchain,Research,Beginner,6.39,
ST1337,Mechanical,"JavaScript, SQL, R, C++",Energy Systems,Industry,Advanced,7.06,
ST1338,CSE,"Python, MATLAB",Web Dev,Research,Advanced,9.67,
ST1339,Civil,Python,AI,Academic,Beginner,6.64,
ST1340,Mechanical,CSS,Embedded Systems,Academic,Intermediate,8.69,
ST1341,ECE,"HTML, CSS, Java, JavaScript",Embedded Systems,Industry,Beginner,8.69,
ST1342,ECE,"SQL, CSS",Embedded Systems,Research,Intermediate,8.73,
ST1343,Civil,"MATLAB, C++, HTML, Java",Robotics,Academic,Beginner,7.19,
ST1344,Civil,SQL,Data Science,Academic,Advanced,9.92,
ST1345,Civil,"CAD, JavaScript, C++",Robotics,Industry,Advanced,8.44,
ST1346,Chemical,CSS,Embedded Systems,Industry,Advanced,6.11,
ST1347,IT,C++,AI,Research,Advanced,9.39,
ST1348,Chemical,"SQL, Java, JavaScript, Python",Energy Systems,Industry,Intermediate,8.16,
ST1349,CSE,"SQL, C++, MATLAB, HTML",Embedded Systems,Research,Intermediate,7.96,
ST1350,AI,"CSS, SQL",Web Dev,Industry,Intermediate,7.14,
ST1351,CSE,HTML,AI,Industry,Intermediate,9.81,
ST1352,IT,"CAD, Python, C++",Energy Systems,Research,Beginner,9.41,
ST1353,IT,"MATLAB, R",Blockchain,Industry,Intermediate,7.86,
ST1354,CSE,"R, Java, CSS, C++",Energy Systems,Academic,Beginner,7.08,
ST1355,CSE,"Java, CAD, Python, HTML",Embedded Systems,Industry,Advanced,9.89,
ST1356,CSE,"SQL, MATLAB",Robotics,Academic,Advanced,7.78,
ST1357,ECE,Python,AI,Academic,Beginner,8.62,
ST1358,Mechanical,"CAD, C++, Java, Python",Data Science,Research,Beginner,8.56,
ST1359,CSE,MATLAB,Web Dev,Academic,Advanced,9.12,
ST1360,CSE,"Java, HTML, SQL",Energy Systems,Research,Intermediate,6.97,
ST1361,Chemical,"R, Python, CAD",Energy Systems,Industry,Advanced,6.99,
ST1362,ECE,"Java, JavaScript, Python, CSS",Data Science,Industry,Intermediate,7.04,
ST1363,IT,"CAD, JavaScript, Java, MATLAB",IoT,Research,Intermediate,9.78,
ST1364,Biotech,"JavaScript, Java, Python, HTML",AI,Research,Beginner,9.85,
ST1365,Civil,"R, JavaScript, CSS, C++",Energy Systems,Industry,Advanced,9.42,
ST1366,Mechanical,"R, C++, HTML",Web Dev,Research,Advanced,9.25,
ST1367,EEE,"Java, CAD",Energy Systems,Research,Advanced,7.14,
ST1368,ECE,"JavaScript, C++",Embedded Systems,Academic,Beginner,6.56,
ST1369,CSE,"CSS, HTML, CAD",AI,Research,Advanced,8.07,
ST1370,CSE,"SQL, MATLAB",Embedded Systems,Industry,Intermediate,9.43,
ST1371,Mechanical,"Python, CSS, C++",Blockchain,Academic,Beginner,7.7,
ST1372,Chemical,"R, HTML, Python",Blockchain,Academic,Intermediate,6.36,
ST1373,CSE,JavaScript,AI,Research,Advanced,9.14,
ST1374,Chemical,"SQL, JavaScript, R",Web Dev,Industry,Intermediate,8.25,
ST1375,ECE,"CSS, SQL",Blockchain,Industry,Beginner,9.72,
ST1376,ECE,"C++, JavaScript",Blockchain,Research,Beginner,6.16,
ST1377,Chemical,"Python, SQL, Java, MATLAB",Robotics,Industry,Advanced,9.94,
ST1378,AI,R,Embedded Systems,Academic,Advanced,6.68,
ST1379,Civil,"Java, JavaScript, R",AI,Research,Advanced,7.66,
ST1380,AI,"CSS, HTML, R",Energy Systems,Academic,Advanced,9.33,
ST1381,Chemical,"CSS, MATLAB, C++",Energy Systems,Industry,Intermediate,8.68,
ST1382,IT,Python,Blockchain,Industry,Beginner,9.83,
ST1383,ECE,"JavaScript, HTML, SQL",Energy Systems,Industry,Beginner,6.52,
ST1384,EEE,"MATLAB, R, Python, JavaScript",Robotics,Research,Intermediate,6.75,
ST1385,IT,"C++, R",Blockchain,Academic,Advanced,8.75,
ST1386,Civil,"Python, C++, R",IoT,Research,Beginner,7.39,
ST1387,AI,"Python, CAD",Robotics,Industry,Intermediate,6.77,
ST1388,ECE,"Python, C++, CAD, SQL",IoT,Academic,Intermediate,8.21,
ST1389,Mechanical,"HTML, Python, MATLAB",Data Science,Industry,Beginner,7.16,
ST1390,Mechanical,"R, CAD",IoT,Research,Advanced,9.31,
ST1391,Civil,"C++, Python, CSS",Robotics,Research,Advanced,6.86,
ST1392,Civil,"CSS, Java",Energy Systems,Research,Intermediate,9.78,
ST1393,Biotech,"CAD, HTML, R",IoT,Industry,Advanced,7.13,
ST1394,Civil,CAD,Energy Systems,Industry,Advanced,8.87,
ST1395,Civil,"Java, HTML, CAD",Embedded Systems,Industry,Advanced,7.18,
ST1396,EEE,HTML,IoT,Industry,Advanced,6.82,
ST1397,CSE,"Python, C++, JavaScript",AI,Academic,Beginner,6.07,
ST1398,Civil,"C++, HTML, CSS",Blockchain,Research,Beginner,9.8,
ST1399,Chemical,SQL,Energy Systems,Industry,Beginner,8.39,
ST1400,Biotech,SQL,Robotics,Research,Beginner,7.63,
ST1401,CSE,"Python, JavaScript",Embedded Systems,Industry,Beginner,7.99,
ST1402,IT,HTML,Blockchain,Research,Intermediate,7.86,
ST1403,Biotech,"Python, R",Data Science,Research,Beginner,8.75,
ST1404,Mechanical,HTML,Web Dev,Industry,Beginner,9.98,
ST1405,IT,"HTML, Python",AI,Industry,Beginner,7.17,
ST1406,ECE,"CSS, C++",AI,Academic,Advanced,8.44,
ST1407,Mechanical,"C++, MATLAB, R, Java",AI,Academic,Intermediate,8.64,
ST1408,EEE,"MATLAB, C++, Java, CAD",Web Dev,Research,Advanced,6.27,
ST1409,Chemical,Python,Robotics,Academic,Beginner,8.69,
ST1410,AI,CAD,Robotics,Industry,Intermediate,6.61,
ST1411,EEE,C++,Embedded Systems,Academic,Beginner,9.88,
ST1412,Civil,"MATLAB, JavaScript, Java, C++",Embedded Systems,Academic,Beginner,7.16,
ST1413,Biotech,"C++, MATLAB, Python",Data Science,Industry,Intermediate,8.11,
ST1414,ECE,"SQL, JavaScript",Web Dev,Industry,Intermediate,6.56,
ST1415,Biotech,"SQL, C++, HTML",Embedded Systems,Academic,Advanced,6.14,
ST1416,CSE,"MATLAB, Python",Web Dev,Academic,Intermediate,7.16,
ST1417,Biotech,"Python, SQL, C++",Web Dev,Research,Beginner,6.22,
ST1418,AI,"Java, C++, MATLAB",Energy Systems,Academic,Advanced,6.37,
ST1419,EEE,"HTML, Java, R, JavaScript",Embedded Systems,Research,Beginner,7.61,
ST1420,ECE,Java,Embedded Systems,Research,Advanced,6.53,
ST1421,IT,"Java, HTML",IoT,Academic,Intermediate,6.05,
ST1422,EEE,"HTML, JavaScript",AI,Research,Beginner,8.64,
ST1423,ECE,R,IoT,Industry,Intermediate,8.75,
