Project Name,Description,Skills Required,Difficulty Level,Category,Resources,Student_ID,Branch,Interest_Area,Preferred_Domain,CGPA
E-commerce App,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","Python, API, Flask",Beginner,Deep Learning,https://nltk.org/,STU01721,IT,Game Development,AI/ML,6.57
Personal Portfolio Website,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","Django, Python, SQLite",Intermediate,Software Development,https://openweathermap.org/,STU01722,ECE,Web Development,Web Development,6.49
Movie Recommendation System,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","Python, API, Flask",Advanced,Software Development,https://kaggle.com/,STU01723,ECE,Web Development,Deep Learning,7.21
Weather App,Work on a project related to the assigned area with detailed objectives.,"C++, Data Structures",Intermediate,Web Development,https://www.geeksforgeeks.org/,STU01724,IT,Data Science,System Design,6.4
Chatbot,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","Python, Tkinter, Algorithms",Intermediate,Software Development,https://www.geeksforgeeks.org/,STU01725,EEE,Game Development,AI/ML,8.77
Tic-Tac-Toe Game,Work on a project related to the assigned area with detailed objectives.,"Python, NLP, NLTK",Beginner,Data Structures,https://freecodecamp.org/,STU01726,ME,Blockchain,Data Structures,6.25
Image Classifier,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","C++, Algorithms",Beginner,System Design,https://kaggle.com/,STU01727,EEE,Game Development,Data Structures,8.04
Sorting Visualizer,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","Java, MySQL",Intermediate,Web Development,https://nltk.org/,STU01728,CE,AI/ML,Web Development,9.99
Tic-Tac-Toe Game,Work on a project related to the assigned area with detailed objectives.,"Python, TensorFlow, Keras",Advanced,Web Development,https://freecodecamp.org/,STU01729,IT,IoT,Web Development,9.26
Personal Portfolio Website,Work on a project related to the assigned area with detailed objectives.,"Python, NLP, NLTK",Intermediate,AI/ML,https://www.tensorflow.org/,STU01730,EEE,IoT,Deep Learning,8.46
E-commerce App,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","Python, TensorFlow, Keras",Intermediate,Data Structures,https://docs.djangoproject.com/,STU01731,ECE,AI/ML,System Design,7.23
Library Management System,Work on a project related to the assigned area with detailed objectives.,"Django, Python, SQLite",Advanced,Web Development,https://kaggle.com/,STU01732,IT,IoT,Deep Learning,8.5
Library Management System,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","Python, TensorFlow, Keras",Intermediate,Deep Learning,https://kaggle.com/,STU01733,CSE,Web Development,Web Development,8.11
Banking System Simulation,Work on a project related to the assigned area with detailed objectives.,"Python, TensorFlow, Keras",Advanced,Machine Learning,https://openweathermap.org/,STU01734,EEE,IoT,Web Development,7.7
Weather App,Work on a project related to the assigned area with detailed objectives.,"Python, TensorFlow, Keras",Intermediate,Software Development,https://openweathermap.org/,STU01735,IT,IoT,Data Structures,6.52
Sorting Visualizer,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","HTML, CSS, JavaScript",Beginner,Machine Learning,https://www.geeksforgeeks.org/,STU01736,EEE,AI/ML,Web Development,9.55
Weather App,Work on a project related to the assigned area with detailed objectives.,"HTML, CSS, JavaScript",Intermediate,Software Development,https://kaggle.com/,STU01737,IT,Data Science,Game Development,7.8
Image Classifier,Work on a project related to the assigned area with detailed objectives.,"Python, TensorFlow, Keras",Advanced,Deep Learning,https://www.tensorflow.org/,STU01738,ECE,IoT,AI/ML,6.78
Personal Portfolio Website,Work on a project related to the assigned area with detailed objectives.,"Python, pandas, sklearn",Advanced,Software Development,https://freecodecamp.org/,STU01739,CSE,Blockchain,Web Development,7.47
Weather App,Work on a project related to the assigned area with detailed objectives.,"HTML, CSS, JavaScript",Beginner,Software Development,https://openweathermap.org/,STU01740,CSE,IoT,Deep Learning,7.66
Sorting Visualizer,Work on a project related to the assigned area with detailed objectives.,"Java, MySQL",Intermediate,System Design,https://kaggle.com/,STU01741,CE,Data Science,System Design,9.31
Sorting Visualizer,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","C++, Algorithms",Intermediate,Software Development,https://nltk.org/,STU01742,IT,AI/ML,System Design,8.93
Banking System Simulation,Work on a project related to the assigned area with detailed objectives.,"Python, API, Flask",Advanced,Machine Learning,https://docs.djangoproject.com/,STU01743,EEE,Data Science,System Design,9.08
E-commerce App,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","Django, Python, SQLite",Advanced,AI/ML,https://kaggle.com/,STU01744,CSE,AI/ML,Game Development,6.04
Weather App,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","Python, pandas, sklearn",Intermediate,Software Development,https://www.tensorflow.org/,STU01745,CSE,Web Development,Deep Learning,7.66
Personal Portfolio Website,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","C++, Algorithms",Beginner,Data Structures,https://nltk.org/,STU01746,ME,AI/ML,Game Development,7.93
Sorting Visualizer,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","Python, TensorFlow, Keras",Intermediate,AI/ML,https://www.tensorflow.org/,STU01747,ME,Web Development,Web Development,6.08
Library Management System,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","Python, API, Flask",Beginner,Machine Learning,https://freecodecamp.org/,STU01748,CSE,Web Development,AI/ML,7.04
Library Management System,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","HTML, CSS, JavaScript",Intermediate,Software Development,https://kaggle.com/,STU01749,IT,AI/ML,System Design,9.04
Sorting Visualizer,Work on a project related to the assigned area with detailed objectives.,"Python, NLP, NLTK",Intermediate,Deep Learning,https://freecodecamp.org/,STU01750,CE,Blockchain,Deep Learning,6.55
Banking System Simulation,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","C++, Algorithms",Beginner,Game Development,https://kaggle.com/,STU01751,CSE,Game Development,System Design,8.14
Banking System Simulation,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","HTML, CSS, JavaScript",Advanced,Deep Learning,https://kaggle.com/,STU01752,ECE,AI/ML,Game Development,6.86
E-commerce App,Work on a project related to the assigned area with detailed objectives.,"Python, pandas, sklearn",Beginner,Software Development,https://www.geeksforgeeks.org/,STU01753,EEE,IoT,Data Structures,6.05
Library Management System,Work on a project related to the assigned area with detailed objectives.,"Django, Python, SQLite",Beginner,Game Development,https://kaggle.com/,STU01754,CE,Blockchain,Web Development,6.96
Sorting Visualizer,Work on a project related to the assigned area with detailed objectives.,"Django, Python, SQLite",Advanced,Web Development,https://docs.djangoproject.com/,STU01755,ECE,Blockchain,AI/ML,9.9
Sorting Visualizer,Work on a project related to the assigned area with detailed objectives.,"Java, MySQL",Beginner,Data Structures,https://docs.djangoproject.com/,STU01756,CE,IoT,Web Development,9.21
Tic-Tac-Toe Game,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","Python, Tkinter, Algorithms",Advanced,Machine Learning,https://www.geeksforgeeks.org/,STU01757,ECE,Game Development,Data Structures,9.84
Movie Recommendation System,Work on a project related to the assigned area with detailed objectives.,"Java, MySQL",Advanced,Software Development,https://www.tensorflow.org/,STU01758,EEE,Blockchain,AI/ML,7.95
Tic-Tac-Toe Game,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","C++, Algorithms",Intermediate,Web Development,https://openweathermap.org/,STU01759,EEE,Web Development,Data Structures,6.44
E-commerce App,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","Python, API, Flask",Intermediate,Software Development,https://www.geeksforgeeks.org/,STU01760,ME,Game Development,Web Development,8.19
Weather App,Work on a project related to the assigned area with detailed objectives.,"HTML, CSS, JavaScript",Beginner,Software Development,https://docs.djangoproject.com/,STU01761,IT,IoT,Game Development,7.82
Tic-Tac-Toe Game,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","Python, Tkinter, Algorithms",Beginner,Web Development,https://www.geeksforgeeks.org/,STU01762,ECE,Game Development,Web Development,9.38
Chatbot,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","Django, Python, SQLite",Advanced,Deep Learning,https://www.geeksforgeeks.org/,STU01763,ME,AI/ML,Web Development,6.39
E-commerce App,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","Python, pandas, sklearn",Advanced,Web Development,https://nltk.org/,STU01764,ECE,Game Development,Web Development,7.95
Library Management System,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","C++, Algorithms",Advanced,Software Development,https://openweathermap.org/,STU01765,ME,Web Development,Deep Learning,6.6
E-commerce App,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","Python, TensorFlow, Keras",Beginner,Game Development,https://nltk.org/,STU01766,EEE,AI/ML,Data Structures,7.3
Image Classifier,Work on a project related to the assigned area with detailed objectives.,"Python, API, Flask",Beginner,Deep Learning,https://www.geeksforgeeks.org/,STU01767,CE,Data Science,Data Structures,8.95
Library Management System,Work on a project related to the assigned area with detailed objectives.,"Django, Python, SQLite",Intermediate,Web Development,https://kaggle.com/,STU01768,ME,IoT,System Design,7.9
Weather App,Work on a project related to the assigned area with detailed objectives.,"Python, API, Flask",Advanced,System Design,https://docs.djangoproject.com/,STU01769,ECE,IoT,Data Structures,7.5
Personal Portfolio Website,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","C++, Algorithms",Beginner,AI/ML,https://nltk.org/,STU01770,ECE,Game Development,System Design,7.58
Library Management System,Work on a project related to the assigned area with detailed objectives.,"Python, pandas, sklearn",Advanced,Deep Learning,https://www.geeksforgeeks.org/,STU01771,IT,Blockchain,Deep Learning,7.84
Movie Recommendation System,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","Python, Tkinter, Algorithms",Intermediate,Web Development,https://openweathermap.org/,STU01772,EEE,AI/ML,Game Development,9.14
Weather App,Work on a project related to the assigned area with detailed objectives.,"Python, API, Flask",Advanced,Machine Learning,https://nltk.org/,STU01773,ECE,Data Science,System Design,9.57
Personal Portfolio Website,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","Python, pandas, sklearn",Beginner,Data Structures,https://nltk.org/,STU01774,CSE,AI/ML,Web Development,9.82
Tic-Tac-Toe Game,Work on a project related to the assigned area with detailed objectives.,"C++, Algorithms",Beginner,Software Development,https://openweathermap.org/,STU01775,CE,IoT,Game Development,9.15
Chatbot,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","Python, Tkinter, Algorithms",Intermediate,AI/ML,https://kaggle.com/,STU01776,ME,AI/ML,Deep Learning,7.26
E-commerce App,Work on a project related to the assigned area with detailed objectives.,"Django, Python, SQLite",Beginner,AI/ML,https://docs.djangoproject.com/,STU01777,IT,Data Science,Data Structures,8.75
Library Management System,Work on a project related to the assigned area with detailed objectives.,"C++, Algorithms",Advanced,Machine Learning,https://freecodecamp.org/,STU01778,CE,Blockchain,System Design,7.75
Movie Recommendation System,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","HTML, CSS, JavaScript",Advanced,Deep Learning,https://docs.djangoproject.com/,STU01779,EEE,Game Development,Web Development,7.02
Tic-Tac-Toe Game,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","Java, MySQL",Intermediate,Web Development,https://freecodecamp.org/,STU01780,IT,Web Development,AI/ML,9.36
E-commerce App,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","Python, API, Flask",Advanced,Data Structures,https://freecodecamp.org/,STU01781,ME,AI/ML,AI/ML,6.15
Chatbot,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","C++, Data Structures",Intermediate,Web Development,https://nltk.org/,STU01782,ME,Web Development,Game Development,9.61
Movie Recommendation System,Work on a project related to the assigned area with detailed objectives.,"Python, TensorFlow, Keras",Beginner,AI/ML,https://www.geeksforgeeks.org/,STU01783,CSE,IoT,Data Structures,7.85
Image Classifier,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","Python, API, Flask",Beginner,Machine Learning,https://openweathermap.org/,STU01784,EEE,Game Development,AI/ML,8.55
Movie Recommendation System,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","Python, pandas, sklearn",Advanced,Game Development,https://kaggle.com/,STU01785,IT,Game Development,Game Development,8.64
Weather App,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","Java, MySQL",Beginner,System Design,https://kaggle.com/,STU01786,IT,AI/ML,Deep Learning,9.58
Tic-Tac-Toe Game,Work on a project related to the assigned area with detailed objectives.,"Python, API, Flask",Intermediate,Software Development,https://openweathermap.org/,STU01787,ECE,Blockchain,Game Development,8.55
Personal Portfolio Website,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","Django, Python, SQLite",Advanced,Data Structures,https://kaggle.com/,STU01788,CSE,Game Development,Game Development,8.46
Movie Recommendation System,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","Python, NLP, NLTK",Beginner,Data Structures,https://kaggle.com/,STU01789,CSE,AI/ML,Game Development,6.27
Library Management System,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","Django, Python, SQLite",Advanced,Game Development,https://nltk.org/,STU01790,IT,AI/ML,Web Development,8.07
Personal Portfolio Website,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","Python, API, Flask",Advanced,Web Development,https://www.geeksforgeeks.org/,STU01791,IT,Web Development,Game Development,6.6
Tic-Tac-Toe Game,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","C++, Data Structures",Advanced,Machine Learning,https://openweathermap.org/,STU01792,CE,Game Development,System Design,8.95
Chatbot,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","C++, Algorithms",Advanced,System Design,https://nltk.org/,STU01793,CE,AI/ML,Game Development,8.05
Chatbot,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","Python, NLP, NLTK",Intermediate,Deep Learning,https://openweathermap.org/,STU01794,CE,Web Development,Web Development,8.72
Image Classifier,Work on a project related to the assigned area with detailed objectives.,"Python, Tkinter, Algorithms",Beginner,Machine Learning,https://www.geeksforgeeks.org/,STU01795,CSE,Data Science,Web Development,6.17
Weather App,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","Django, Python, SQLite",Advanced,Web Development,https://kaggle.com/,STU01796,ECE,Web Development,Deep Learning,6.34
E-commerce App,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","HTML, CSS, JavaScript",Advanced,Machine Learning,https://docs.djangoproject.com/,STU01797,ME,Web Development,Data Structures,8.87
Tic-Tac-Toe Game,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","C++, Data Structures",Beginner,Game Development,https://www.geeksforgeeks.org/,STU01798,CE,AI/ML,AI/ML,6.29
Weather App,Work on a project related to the assigned area with detailed objectives.,"Python, Tkinter, Algorithms",Beginner,Web Development,https://openweathermap.org/,STU01799,ECE,IoT,AI/ML,6.29
Library Management System,Work on a project related to the assigned area with detailed objectives.,"C++, Data Structures",Beginner,Game Development,https://docs.djangoproject.com/,STU01800,EEE,IoT,Game Development,6.05
E-commerce App,Work on a project related to the assigned area with detailed objectives.,"Django, Python, SQLite",Advanced,Game Development,https://docs.djangoproject.com/,STU01801,CE,Blockchain,Deep Learning,9.83
Sorting Visualizer,Work on a project related to the assigned area with detailed objectives.,"C++, Algorithms",Intermediate,Web Development,https://www.geeksforgeeks.org/,STU01802,ME,IoT,Game Development,8.95
Banking System Simulation,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","Java, MySQL",Advanced,Deep Learning,https://www.geeksforgeeks.org/,STU01803,EEE,Web Development,AI/ML,7.41
Sorting Visualizer,Work on a project related to the assigned area with detailed objectives.,"HTML, CSS, JavaScript",Intermediate,System Design,https://kaggle.com/,STU01804,EEE,Blockchain,Web Development,7.19
E-commerce App,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","Python, API, Flask",Beginner,AI/ML,https://www.tensorflow.org/,STU01805,ME,AI/ML,Data Structures,7.4
Chatbot,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","Python, TensorFlow, Keras",Advanced,Data Structures,https://openweathermap.org/,STU01806,CE,Game Development,Deep Learning,9.1
Tic-Tac-Toe Game,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","Python, TensorFlow, Keras",Beginner,Deep Learning,https://freecodecamp.org/,STU01807,CSE,Web Development,Web Development,8.65
Tic-Tac-Toe Game,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","Django, Python, SQLite",Intermediate,Game Development,https://nltk.org/,STU01808,ME,Web Development,Data Structures,6.74
E-commerce App,Work on a project related to the assigned area with detailed objectives.,"Python, TensorFlow, Keras",Intermediate,Machine Learning,https://nltk.org/,STU01809,ME,Blockchain,Deep Learning,6.7
Chatbot,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","Python, TensorFlow, Keras",Advanced,Deep Learning,https://www.geeksforgeeks.org/,STU01810,ME,AI/ML,Deep Learning,6.39
Tic-Tac-Toe Game,Work on a project related to the assigned area with detailed objectives.,"Python, API, Flask",Intermediate,Software Development,https://www.tensorflow.org/,STU01811,EEE,Data Science,AI/ML,8.64
Image Classifier,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","HTML, CSS, JavaScript",Intermediate,Machine Learning,https://www.tensorflow.org/,STU01812,ECE,Web Development,Web Development,9.06
Tic-Tac-Toe Game,Work on a project related to the assigned area with detailed objectives.,"Python, API, Flask",Beginner,System Design,https://nltk.org/,STU01813,CSE,Data Science,Deep Learning,7.06
Library Management System,Work on a project related to the assigned area with detailed objectives.,"Python, Tkinter, Algorithms",Advanced,System Design,https://www.geeksforgeeks.org/,STU01814,CE,Data Science,System Design,6.08
Personal Portfolio Website,Work on a project related to the assigned area with detailed objectives.,"C++, Algorithms",Intermediate,AI/ML,https://openweathermap.org/,STU01815,CE,IoT,Deep Learning,6.33
Tic-Tac-Toe Game,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","Python, NLP, NLTK",Advanced,Machine Learning,https://www.tensorflow.org/,STU01816,ECE,AI/ML,Data Structures,9.87
Chatbot,Work on a project related to the assigned area with detailed objectives.,"Django, Python, SQLite",Advanced,AI/ML,https://docs.djangoproject.com/,STU01817,ME,Data Science,AI/ML,7.18
Tic-Tac-Toe Game,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","Python, API, Flask",Advanced,AI/ML,https://docs.djangoproject.com/,STU01818,CSE,AI/ML,Game Development,9.08
Chatbot,Work on a project related to the assigned area with detailed objectives.,"Java, MySQL",Advanced,Deep Learning,https://docs.djangoproject.com/,STU01819,CE,IoT,AI/ML,8.5
Chatbot,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","Python, Tkinter, Algorithms",Advanced,Machine Learning,https://docs.djangoproject.com/,STU01820,IT,AI/ML,Game Development,7.53
Personal Portfolio Website,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","Django, Python, SQLite",Intermediate,Software Development,https://docs.djangoproject.com/,STU01821,CE,Web Development,Web Development,6.82
Chatbot,Work on a project related to the assigned area with detailed objectives.,"Django, Python, SQLite",Advanced,Machine Learning,https://freecodecamp.org/,STU01822,ME,Data Science,Web Development,6.49
Personal Portfolio Website,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","Python, Tkinter, Algorithms",Intermediate,Deep Learning,https://freecodecamp.org/,STU01823,IT,AI/ML,Deep Learning,8.46
E-commerce App,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","HTML, CSS, JavaScript",Advanced,AI/ML,https://nltk.org/,STU01824,ECE,Game Development,System Design,9.1
Chatbot,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","Python, TensorFlow, Keras",Beginner,Software Development,https://freecodecamp.org/,STU01825,CSE,AI/ML,Web Development,8.58
Image Classifier,Work on a project related to the assigned area with detailed objectives.,"Python, pandas, sklearn",Beginner,Web Development,https://freecodecamp.org/,STU01826,ECE,Data Science,Deep Learning,8.12
Chatbot,Work on a project related to the assigned area with detailed objectives.,"Python, API, Flask",Advanced,Machine Learning,https://kaggle.com/,STU01827,ECE,IoT,AI/ML,6.17
Library Management System,Work on a project related to the assigned area with detailed objectives.,"Java, MySQL",Advanced,System Design,https://docs.djangoproject.com/,STU01828,CSE,IoT,Web Development,9.87
Weather App,Work on a project related to the assigned area with detailed objectives.,"Java, MySQL",Intermediate,AI/ML,https://www.geeksforgeeks.org/,STU01829,CSE,Data Science,AI/ML,9.19
Banking System Simulation,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","Java, MySQL",Intermediate,Machine Learning,https://docs.djangoproject.com/,STU01830,CE,Web Development,AI/ML,7.17
Banking System Simulation,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","Django, Python, SQLite",Advanced,Machine Learning,https://openweathermap.org/,STU01831,CE,Web Development,System Design,9.92
Image Classifier,Work on a project related to the assigned area with detailed objectives.,"Django, Python, SQLite",Beginner,Web Development,https://docs.djangoproject.com/,STU01832,CSE,IoT,Web Development,8.41
E-commerce App,Work on a project related to the assigned area with detailed objectives.,"Java, MySQL",Intermediate,Deep Learning,https://nltk.org/,STU01833,IT,IoT,AI/ML,8.33
Movie Recommendation System,Work on a project related to the assigned area with detailed objectives.,"C++, Data Structures",Intermediate,Game Development,https://freecodecamp.org/,STU01834,EEE,Data Science,System Design,8.99
